"cod","numpedido","dataemissao","mes","ano","nomecliente","produto","qtde","prcunit","total","custounit","margem","estoque","compra"
"1","1371","03/01/2019","1","2019","CLI3460","5140","240","23.64","5673.6","10.232","13.408","530","COMPRA"
"2","1378","03/01/2019","1","2019","CLI3433","5140","48","23.64","1134.72","10.232","13.408","563","COMPRA"
"3","1388","03/01/2019","1","2019","CLI3455","5140","16","23.64","378.24","10.232","13.408","229","COMPRA"
"4","1391","03/01/2019","1","2019","CLI3587","5140","8","23.64","189.12","10.232","13.408","269","COMPRA"
"5",NULL,"03/01/2019","1","2019","CLI3472","5140","8","23.64","189.12","9.05","14.59","119","COMPRA"
"6",NULL,"03/01/2019","1","2019","CLI3462","5140","24","23.64","567.36","10.232","13.408","341","COMPRA"
"7",NULL,"03/01/2019","1","2019","CLI3434","5140","72","23.64","1702.08","10.232","13.408","34","COMPRA"
"8",NULL,"04/01/2019","1","2019","CLI3420","5140","8","25","200","10.3","14.7","152","COMPRA"
"9",NULL,"07/01/2019","1","2019","CLI3194","5140","8","23.64","189.12","9.05","14.59","256","COMPRA"
"10",NULL,"07/01/2019","1","2019","CLI3194","5140","32","23.64","756.48","9.05","14.59","19","COMPRA"
"11",NULL,"08/01/2019","1","2019","CLI2259","5140","16","24.4","390.4","9.05","15.35","471","COMPRA"
"12",NULL,"08/01/2019","1","2019","CLI1889","5140","16","7.72","123.52","9.436","-1.716","441","NAOCOMPRA"
"13",NULL,"09/01/2019","1","2019","CLI2","5140","112","23.97","2684.64","10.2485","13.7215","282","COMPRA"
"14",NULL,"10/01/2019","1","2019","CLI3436","5140","32","23.64","756.48","10.232","13.408","502","COMPRA"
"15",NULL,"10/01/2019","1","2019","CLI3587","5140","32","23.64","756.48","10.232","13.408","121","COMPRA"
"16",NULL,"10/01/2019","1","2019","CLI3433","5140","56","23.64","1323.84","10.232","13.408","241","COMPRA"
"17",NULL,"10/01/2019","1","2019","CLI3466","5140","16","23.64","378.24","9.05","14.59","562","COMPRA"
"18",NULL,"10/01/2019","1","2019","CLI3473","5140","40","23.64","945.6","9.05","14.59","585","NAOCOMPRA"
"19",NULL,"10/01/2019","1","2019","CLI3463","5140","24","23.64","567.36","10.232","13.408","20","COMPRA"
"20",NULL,"10/01/2019","1","2019","CLI3433","5140","48","23.64","1134.72","10.232","13.408","371","COMPRA"
"21",NULL,"10/01/2019","1","2019","CLI3468","5140","24","23.64","567.36","9.05","14.59","525","COMPRA"
"22",NULL,"11/01/2019","1","2019","CLI3434","5140","32","23.64","756.48","10.232","13.408","444","COMPRA"
"23","1477","11/01/2019","1","2019","CLI1889","5140","24","7.72","185.28","9.436","-1.716","95","NAOCOMPRA"
"24","8005","11/01/2019","1","2019","CLI2091","5140","24","30.36","728.64","10.568","19.792","263","COMPRA"
"25",NULL,"16/01/2019","1","2019","CLI1889","5140","384","7.72","2964.48","9.436","-1.716","126","NAOCOMPRA"
"26",NULL,"16/01/2019","1","2019","CLI2259","5140","384","24.4","9369.6","9.05","15.35","201","COMPRA"
"27",NULL,"22/01/2019","1","2019","CLI3587","5140","8","23.64","189.12","10.232","13.408","282","COMPRA"
"28",NULL,"22/01/2019","1","2019","CLI3436","5140","16","23.64","378.24","10.232","13.408","315","COMPRA"
"29",NULL,"22/01/2019","1","2019","CLI3441","5140","32","23.64","756.48","9.05","14.59","209","COMPRA"
"30",NULL,"22/01/2019","1","2019","CLI3470","5140","8","23.64","189.12","9.05","14.59","472","COMPRA"
"31","1562","22/01/2019","1","2019","CLI3424","5140","8","23.54","188.32","10.227","13.313","344","COMPRA"
"32","1573","23/01/2019","1","2019","CLI1889","5140","48","7.72","370.56","9.436","-1.716","158","NAOCOMPRA"
"33","8055","23/01/2019","1","2019","CLI3226","5140","48","28.84","1384.32","9.05","19.79","471","NAOCOMPRA"
"34","1500","24/01/2019","1","2019","CLI3470","5140","8","23.64","189.12","9.05","14.59","213","COMPRA"
"35","1535","25/01/2019","1","2019","CLI3434","5140","72","23.64","1702.08","10.232","13.408","194","COMPRA"
"36","1542","25/01/2019","1","2019","CLI3455","5140","16","23.64","378.24","10.232","13.408","134","COMPRA"
"37","1547","25/01/2019","1","2019","CLI3433","5140","48","23.64","1134.72","10.232","13.408","263","COMPRA"
"38","1541","25/01/2019","1","2019","CLI3436","5140","56","23.64","1323.84","10.232","13.408","514","COMPRA"
"39","1639","29/01/2019","1","2019","CLI1889","5140","104","7.72","802.88","9.436","-1.716","9","NAOCOMPRA"
"40","8000","30/01/2019","1","2019","CLI2259","5140","64","24.4","1561.6","9.05","15.35","41","COMPRA"
"41","8003","30/01/2019","1","2019","CLI2259","5140","40","24.4","976","9.05","15.35","79","COMPRA"
"42","1602","06/02/2019","2","2019","CLI3441","5140","32","23.64","756.48","8.17","15.47","172","COMPRA"
"43","1654","06/02/2019","2","2019","CLI3441","5140","240","23.64","5673.6","8.17","15.47","454","COMPRA"
"44","1682","06/02/2019","2","2019","CLI3455","5140","24","23.64","567.36","8.8792","14.7608","69","COMPRA"
"45","1609","06/02/2019","2","2019","CLI3461","5140","16","23.64","378.24","8.8792","14.7608","576","COMPRA"
"46",NULL,"11/02/2019","2","2019","CLI3468","5140","24","23.64","567.36","8.17","15.47","119","COMPRA"
"47",NULL,"11/02/2019","2","2019","CLI3472","5140","8","23.64","189.12","8.17","15.47","228","COMPRA"
"48",NULL,"11/02/2019","2","2019","CLI3455","5140","16","23.64","378.24","8.8792","14.7608","155","COMPRA"
"49",NULL,"13/02/2019","2","2019","CLI3463","5140","24","23.64","567.36","8.8792","14.7608","399","COMPRA"
"50",NULL,"13/02/2019","2","2019","CLI3429","5140","24","23.64","567.36","8.8792","14.7608","88","COMPRA"
"51",NULL,"13/02/2019","2","2019","CLI3472","5140","24","23.64","567.36","8.17","15.47","503","COMPRA"
"52",NULL,"13/02/2019","2","2019","CLI3462","5140","24","23.64","567.36","8.8792","14.7608","591","COMPRA"
"53",NULL,"13/02/2019","2","2019","CLI3433","5140","72","23.64","1702.08","8.8792","14.7608","303","COMPRA"
"54",NULL,"13/02/2019","2","2019","CLI3472","5140","24","24.36","584.64","8.17","16.19","501","COMPRA"
"55","1743","13/02/2019","2","2019","CLI3468","5140","48","24.36","1169.28","8.17","16.19","286","COMPRA"
"56","1736","19/02/2019","2","2019","CLI3434","5140","72","24.36","1753.92","8.9008","15.4592","302","COMPRA"
"57","1813","19/02/2019","2","2019","CLI3434","5140","48","24.36","1169.28","8.9008","15.4592","287","COMPRA"
"58","1819","19/02/2019","2","2019","CLI3461","5140","24","24.36","584.64","8.9008","15.4592","313","COMPRA"
"59","1824","19/02/2019","2","2019","CLI3490","5140","48","24.36","1169.28","8.9008","15.4592","572","COMPRA"
"60","12135","21/02/2019","2","2019","CLI334","5140","1","18.64","9.32","8.17","10.47","317","COMPRA"
"61","1751","21/02/2019","2","2019","CLI3433","5140","72","24.36","1753.92","8.9008","15.4592","18","COMPRA"
"62","1770","21/02/2019","2","2019","CLI3433","5140","480","24.36","11692.8","8.9008","15.4592","156","COMPRA"
"63","1828","21/02/2019","2","2019","CLI3462","5140","24","24.36","584.64","8.9008","15.4592","367","COMPRA"
"64",NULL,"22/02/2019","2","2019","CLI3198","5140","1","18.64","9.32","8.17","10.47","290","COMPRA"
"65",NULL,"27/02/2019","2","2019","CLI3464","5140","24","24.36","584.64","8.9008","15.4592","311","COMPRA"
"66",NULL,"27/02/2019","2","2019","CLI3519","5140","24","24.36","584.64","8.9008","15.4592","188","COMPRA"
"67",NULL,"27/02/2019","2","2019","CLI3526","5140","24","24.36","584.64","8.9008","15.4592","533","COMPRA"
"68",NULL,"28/02/2019","2","2019","CLI3562","5140","41","7.72","316.13","8.17","-0.45","572","NAOCOMPRA"
"69",NULL,"01/03/2019","3","2019","CLI3060","5140","88","24.5","2156","9.395","15.105","45","COMPRA"
"70",NULL,"01/03/2019","3","2019","CLI1889","5140","96","7.72","741.12","8.556","-0.836","279","NAOCOMPRA"
"71",NULL,"01/03/2019","3","2019","CLI2259","5140","96","24.4","2342.4","8.17","16.23","483","COMPRA"
"72",NULL,"07/03/2019","3","2019","CLI3463","5140","120","24.36","2923.2","8.9008","15.4592","324","COMPRA"
"73","1841","13/03/2019","3","2019","CLI3463","5140","144","24.36","3507.84","8.9008","15.4592","70","COMPRA"
"74","12168","15/03/2019","3","2019","CLI31","5140","1","18.64","9.32","8.17","10.47","474","COMPRA"
"75","12164","18/03/2019","3","2019","CLI367","5140","1","18.64","9.32","8.17","10.47","80","COMPRA"
"76","2051","18/03/2019","3","2019","CLI1889","5140","72","7.72","555.84","8.556","-0.836","213","NAOCOMPRA"
"77","8145","20/03/2019","3","2019","CLI2259","5140","72","24.4","1756.8","8.17","16.23","265","COMPRA"
"78","12178","22/03/2019","3","2019","CLI3495","5140","1","18.64","9.32","8.17","10.47","232","COMPRA"
"79","12169","22/03/2019","3","2019","CLI3651","5140","1","18.64","9.32","8.17","10.47","27","COMPRA"
"80","2208","08/04/2019","4","2019","CLI1889","5140","10","7.72","77.2","8.556","-0.836","502","NAOCOMPRA"
"81","8225","08/04/2019","4","2019","CLI2259","5140","10","24.4","244","8.17","16.23","6","COMPRA"
"82","2213","18/04/2019","4","2019","CLI3660","5140","1","18.64","18.64","8.17","10.47","144","COMPRA"
"83","2213","18/04/2019","4","2019","CLI3660","5140","6","18.64","105.5","8.17","10.47","26","COMPRA"
"84","12281","23/04/2019","4","2019","CLI3378","5140","1","17.52","8.76","8.17","9.35","335","COMPRA"
"85","12262","25/04/2019","4","2019","CLI3662","5140","1","18.64","9.32","8.17","10.47","582","COMPRA"
"86","12170","25/04/2019","4","2019","CLI3652","5140","1","18.64","9.32","8.17","10.47","583","COMPRA"
"87","12319","16/05/2019","5","2019","CLI2091","5140","1","18.64","9.32","8.17","10.47","243","COMPRA"
"88","2580","31/05/2019","5","2019","CLI3562","5140","123","7.72","948.25","8.17","-0.45","440","NAOCOMPRA"
"89","2523","04/06/2019","6","2019","CLI3194","5140","48","24.36","1169.28","10.7089","13.6511","371","COMPRA"
"90","2586","04/06/2019","6","2019","CLI3194","5140","24","24.36","584.64","10.7089","13.6511","124","COMPRA"
"91","2622","05/06/2019","6","2019","CLI2998","5140","72","24.36","1753.92","11.4397","12.9203","524","COMPRA"
"92","2623","05/06/2019","6","2019","CLI2998","5140","24","24.36","584.64","11.4397","12.9203","300","COMPRA"
"93","2153","06/06/2019","6","2019","CLI2066","5140","24","26.1","626.4","12.0139","14.0861","200","COMPRA"
"94","2210","06/06/2019","6","2019","CLI3660","5140","40","23.97","958.8","11.9074","12.0626","242","COMPRA"
"95","2170","06/06/2019","6","2019","CLI30","5140","16","26.63","426.08","12.0404","14.5896","109","COMPRA"
"96","2562","06/06/2019","6","2019","CLI3417","5140","48","26.63","1278.24","12.0404","14.5896","277","COMPRA"
"97","2575","06/06/2019","6","2019","CLI3060","5140","72","24.5","1764","11.9339","12.5661","243","COMPRA"
"98","2293","06/06/2019","6","2019","CLI328","5140","16","26.1","417.6","12.0139","14.0861","363","NAOCOMPRA"
"99","2683","10/06/2019","6","2019","CLI1889","5140","136","8.41","1143.76","11.1294","-2.71939","281","NAOCOMPRA"
"100","8350","10/06/2019","6","2019","CLI240","5140","24","28.84","692.16","10.7089","18.1311","167","COMPRA"
"101","8207","10/06/2019","6","2019","CLI3226","5140","48","28.84","1384.32","10.7089","18.1311","421","NAOCOMPRA"
"102","8208","10/06/2019","6","2019","CLI3226","5140","24","28.84","692.16","10.7089","18.1311","201","COMPRA"
"103","8322","10/06/2019","6","2019","CLI3226","5140","40","28.84","1153.6","10.7089","18.1311","554","NAOCOMPRA"
"104","2397","10/06/2019","6","2019","CLI117","5140","40","26.63","1065.2","12.0404","14.5896","589","COMPRA"
"105","2495","10/06/2019","6","2019","CLI3462","5140","144","24.36","3507.84","11.4397","12.9203","354","COMPRA"
"106","2502","10/06/2019","6","2019","CLI3465","5140","216","24.36","5261.76","11.4397","12.9203","316","COMPRA"
"107","2509","10/06/2019","6","2019","CLI3497","5140","24","24.36","584.64","11.4397","12.9203","591","COMPRA"
"108","2510","10/06/2019","6","2019","CLI3442","5140","24","24.36","584.64","10.7089","13.6511","468","COMPRA"
"109","2511","10/06/2019","6","2019","CLI3493","5140","48","24.36","1169.28","11.4397","12.9203","439","COMPRA"
"110","2513","10/06/2019","6","2019","CLI3468","5140","48","24.36","1169.28","10.7089","13.6511","190","COMPRA"
"111","2515","10/06/2019","6","2019","CLI3519","5140","72","24.36","1753.92","11.4397","12.9203","398","COMPRA"
"112","2517","10/06/2019","6","2019","CLI3449","5140","24","24.36","584.64","11.4397","12.9203","245","COMPRA"
"113","2521","10/06/2019","6","2019","CLI3455","5140","48","24.36","1169.28","11.4397","12.9203","279","COMPRA"
"114","2525","10/06/2019","6","2019","CLI3460","5140","72","24.36","1753.92","11.4397","12.9203","445","COMPRA"
"115","2530","10/06/2019","6","2019","CLI3433","5140","24","24.36","584.64","11.4397","12.9203","29","COMPRA"
"116","2534","10/06/2019","6","2019","CLI3496","5140","24","24.36","584.64","10.7089","13.6511","525","COMPRA"
"117","2535","10/06/2019","6","2019","CLI3441","5140","48","24.36","1169.28","10.7089","13.6511","575","COMPRA"
"118","2537","10/06/2019","6","2019","CLI3434","5140","96","24.36","2338.56","11.4397","12.9203","510","COMPRA"
"119","2546","10/06/2019","6","2019","CLI3490","5140","48","24.36","1169.28","11.4397","12.9203","506","COMPRA"
"120","2554","10/06/2019","6","2019","CLI3488","5140","72","24.36","1753.92","11.4397","12.9203","583","COMPRA"
"121","2583","10/06/2019","6","2019","CLI3443","5140","24","24.36","584.64","11.4397","12.9203","565","COMPRA"
"122","2589","10/06/2019","6","2019","CLI3463","5140","24","24.36","584.64","11.4397","12.9203","231","COMPRA"
"123","2590","10/06/2019","6","2019","CLI3441","5140","24","24.36","584.64","10.7089","13.6511","383","COMPRA"
"124","2594","10/06/2019","6","2019","CLI3460","5140","24","24.36","584.64","11.4397","12.9203","564","COMPRA"
"125","2600","10/06/2019","6","2019","CLI3468","5140","48","24.36","1169.28","10.7089","13.6511","105","COMPRA"
"126","2602","10/06/2019","6","2019","CLI3433","5140","96","24.36","2338.56","11.4397","12.9203","353","COMPRA"
"127","2605","10/06/2019","6","2019","CLI3461","5140","216","24.36","5261.76","11.4397","12.9203","109","COMPRA"
"128","2640","12/06/2019","6","2019","CLI3453","5140","24","24.36","584.64","11.4397","12.9203","533","COMPRA"
"129","2646","12/06/2019","6","2019","CLI3449","5140","24","24.36","584.64","11.4397","12.9203","159","COMPRA"
"130","2650","12/06/2019","6","2019","CLI3464","5140","72","24.36","1753.92","11.4397","12.9203","97","COMPRA"
"131","2651","12/06/2019","6","2019","CLI3441","5140","24","24.36","584.64","10.7089","13.6511","507","COMPRA"
"132","2657","12/06/2019","6","2019","CLI3429","5140","48","24.36","1169.28","11.4397","12.9203","197","COMPRA"
"133","2665","12/06/2019","6","2019","CLI3433","5140","24","24.36","584.64","11.4397","12.9203","557","COMPRA"
"134","2677","12/06/2019","6","2019","CLI3432","5140","24","24.36","584.64","11.4397","12.9203","567","COMPRA"
"135","2690","12/06/2019","6","2019","CLI3434","5140","432","24.36","10523.5","11.4397","12.9203","404","COMPRA"
"136","2652","12/06/2019","6","2019","CLI3472","5140","48","24.36","1169.28","10.7089","13.6511","586","COMPRA"
"137","2653","12/06/2019","6","2019","CLI3434","5140","24","24.36","584.64","11.4397","12.9203","496","COMPRA"
"138","2659","12/06/2019","6","2019","CLI3587","5140","48","24.36","1169.28","11.4397","12.9203","292","COMPRA"
"139","2701","12/06/2019","6","2019","CLI1889","5140","312","8.41","2623.92","11.1294","-2.71939","446","NAOCOMPRA"
"140","8432","12/06/2019","6","2019","CLI2259","5140","312","24.4","7612.8","10.7089","13.6911","255","COMPRA"
"141","2654","18/06/2019","6","2019","CLI3463","5140","24","24.36","584.64","11.4397","12.9203","480","COMPRA"
"142","2704","18/06/2019","6","2019","CLI3490","5140","120","24.36","2923.2","11.4397","12.9203","384","COMPRA"
"143","2734","18/06/2019","6","2019","CLI3453","5140","24","24.36","584.64","11.4397","12.9203","572","COMPRA"
"144","2900","11/07/2019","7","2019","CLI4","5140","1","18.64","18.64","10.7089","7.93111","322","COMPRA"
"145","12580","27/07/2019","7","2019","CLI1889","5140","1","8.41","4.21","11.1299","-2.71989","68","NAOCOMPRA"
"146","2988","27/07/2019","7","2019","CLI3682","5140","1","18.64","9.32","10.7089","7.93111","261","COMPRA"
"147","12532","29/07/2019","7","2019","CLI3388","5140","1","18.64","9.32","10.7089","7.93111","1","COMPRA"
"148","12542","29/07/2019","7","2019","CLI3694","5140","1","18.64","9.32","10.7089","7.93111","107","COMPRA"
"149",NULL,"29/07/2019","7","2019","CLI3632","5140","1","18.64","9.32","10.7089","7.93111","271","COMPRA"
"150","12545","29/07/2019","7","2019","CLI3379","5140","1","18.64","9.32","10.7089","7.93111","79","COMPRA"
"151","12657","22/08/2019","8","2019","CLI3060","5140","4","18.64","74.56","10.7089","7.93111","0","COMPRA"
"152","3568","20/09/2019","9","2019","CLI2085","5140","4","8.41","29.44","9.56813","-1.15813","120","NAOCOMPRA"
"153","3057","25/09/2019","9","2019","CLI2","5140","112","23.97","2684.64","10.3461","13.6239","573","NAOCOMPRA"
"154","3489","25/09/2019","9","2019","CLI3731","5140","40","26.63","1065.2","10.4791","16.1509","417","NAOCOMPRA"
"155","3612","25/09/2019","9","2019","CLI1889","5140","40","8.48","339.2","9.57156","-1.09156","145","NAOCOMPRA"
"156","8686","25/09/2019","9","2019","CLI3226","5140","40","28.84","1153.6","9.14756","19.6924","348","COMPRA"
"157","3367","26/09/2019","9","2019","CLI3461","5140","120","24.36","2923.2","9.87836","14.4816","254","COMPRA"
"158","3391","26/09/2019","9","2019","CLI3461","5140","120","24.36","2923.2","9.87836","14.4816","585","COMPRA"
"159","3406","26/09/2019","9","2019","CLI3429","5140","120","24.36","2923.2","9.87836","14.4816","257","COMPRA"
"160","3410","26/09/2019","9","2019","CLI3470","5140","120","24.36","2923.2","9.87836","14.4816","551","COMPRA"
"161","3459","26/09/2019","9","2019","CLI3433","5140","400","24.36","9744","9.87836","14.4816","74","COMPRA"
"162","3466","26/09/2019","9","2019","CLI3496","5140","96","24.36","2338.56","9.87836","14.4816","52","COMPRA"
"163","3538","26/09/2019","9","2019","CLI3455","5140","3","24.36","73.08","9.87836","14.4816","328","COMPRA"
"164","3539","26/09/2019","9","2019","CLI3490","5140","20","24.36","487.2","9.87836","14.4816","324","COMPRA"
"165","3637","30/09/2019","9","2019","CLI3462","5140","40","24.36","974.4","9.87836","14.4816","40","COMPRA"
"166","3681","03/10/2019","10","2019","CLI3463","5140","16","24.36","389.76","10.1596","14.2004","538","COMPRA"
"167","3686","03/10/2019","10","2019","CLI3429","5140","168","24.36","4092.48","10.1596","14.2004","460","COMPRA"
"168","3711","03/10/2019","10","2019","CLI1889","5140","702","8.48","5952.96","9.85282","-1.37282","129","NAOCOMPRA"
"169","8923","03/10/2019","10","2019","CLI2259","5140","248","24.4","6051.2","10.1608","14.2392","306","COMPRA"
"170","8971","03/10/2019","10","2019","CLI2259","5140","408","24.4","9955.2","10.1608","14.2392","556","COMPRA"
"171","3614","03/10/2019","10","2019","CLI3731","5140","1","18.64","9.32","9.42882","9.21118","308","COMPRA"
"172","8970","03/10/2019","10","2019","CLI2259","5140","40","24.4","976","10.1608","14.2392","23","COMPRA"
"173","3680","08/10/2019","10","2019","CLI9","5140","24","25.83","619.92","10.7203","15.1097","30","COMPRA"
"174","3762","08/10/2019","10","2019","CLI3468","5140","11","24.36","267.96","10.1596","14.2004","558","COMPRA"
"175","3763","08/10/2019","10","2019","CLI3434","5140","22","24.36","535.92","10.1596","14.2004","560","COMPRA"
"176","3724","08/10/2019","10","2019","CLI3470","5140","3","24.36","73.08","10.1596","14.2004","543","COMPRA"
"177","3725","09/10/2019","10","2019","CLI3473","5140","16","24.36","389.76","10.1596","14.2004","281","COMPRA"
"178","3777","10/10/2019","10","2019","CLI3434","5140","200","24.36","4872","10.1596","14.2004","124","COMPRA"
"179","3802","11/10/2019","10","2019","CLI2085","5140","1","8.47","8.47","9.85232","-1.38232","356","NAOCOMPRA"
"180","3831","15/10/2019","10","2019","CLI3454","5140","192","24.36","4677.12","10.1596","14.2004","223","COMPRA"
"181","3861","17/10/2019","10","2019","CLI3454","5140","33","24.36","803.88","10.1596","14.2004","248","COMPRA"
"182","3881","21/10/2019","10","2019","CLI3441","5140","312","24.36","7600.32","10.1596","14.2004","222","COMPRA"
"183","3904","21/10/2019","10","2019","CLI3434","5140","16","24.36","389.76","10.1596","14.2004","363","COMPRA"
"184","3934","21/10/2019","10","2019","CLI1889","5140","34","8.47","287.98","9.85232","-1.38232","532","NAOCOMPRA"
"185","9128","21/10/2019","10","2019","CLI3701","5140","40","27.32","1092.8","10.7948","16.5252","429","COMPRA"
"186","3864","24/10/2019","10","2019","CLI3490","5140","96","24.36","2338.56","10.1596","14.2004","246","COMPRA"
"187","3973","25/10/2019","10","2019","CLI3357","5140","160","23.28","3724.8","10.5928","12.6872","38","NAOCOMPRA"
"188","3998","28/10/2019","10","2019","CLI3455","5140","9","24.36","219.24","10.1596","14.2004","348","COMPRA"
"189","4028","31/10/2019","10","2019","CLI2","5140","120","23.76","2851.2","10.6168","13.1432","518","NAOCOMPRA"
"190","4035","04/11/2019","11","2019","CLI3443","5140","18","24.36","438.48","9.96202","14.398","554","COMPRA"
"191","4096","04/11/2019","11","2019","CLI3434","5140","448","24.36","10913.3","9.96202","14.398","291","COMPRA"
"192","4080","05/11/2019","11","2019","CLI3580","5140","16","25.83","413.28","10.5227","15.3073","306","COMPRA"
"193","4122","08/11/2019","11","2019","CLI3434","5140","50","24.36","1218","9.96202","14.398","500","COMPRA"
"194","4164","13/11/2019","11","2019","CLI3455","5140","24","24.36","584.64","9.96202","14.398","371","COMPRA"
"195","4225","22/11/2019","11","2019","CLI3060","5140","1","18.64","9.32","9.23122","9.40878","128","COMPRA"
"196","4235","25/11/2019","11","2019","CLI3443","5140","13","24.36","316.68","9.96202","14.398","293","COMPRA"
"197","4238","25/11/2019","11","2019","CLI3453","5140","120","24.36","2923.2","9.96202","14.398","197","COMPRA"
"198","4222","27/11/2019","11","2019","CLI30","5140","16","26.63","426.08","10.5627","16.0673","46","COMPRA"
"199","4233","27/11/2019","11","2019","CLI1968","5140","2","24.5","49","9.23122","15.2688","414","NAOCOMPRA"
"200","4330","10/12/2019","12","2019","CLI3473","5140","24","24.36","584.64","10.0969","14.2631","417","NAOCOMPRA"
"201","4346","10/12/2019","12","2019","CLI3493","5140","96","24.36","2338.56","10.0969","14.2631","463","COMPRA"
"202","4354","10/12/2019","12","2019","CLI3437","5140","24","24.36","584.64","10.0969","14.2631","568","COMPRA"
"203","4364","10/12/2019","12","2019","CLI3433","5140","216","24.36","5261.76","10.0969","14.2631","391","COMPRA"
"204","4365","10/12/2019","12","2019","CLI3490","5140","72","24.36","1753.92","10.0969","14.2631","548","COMPRA"
"205","4368","10/12/2019","12","2019","CLI3443","5140","192","24.36","4677.12","10.0969","14.2631","112","COMPRA"
"206","4371","10/12/2019","12","2019","CLI3464","5140","96","24.36","2338.56","10.0969","14.2631","334","COMPRA"
"207","4373","10/12/2019","12","2019","CLI3460","5140","96","24.36","2338.56","10.0969","14.2631","355","COMPRA"
"208","4378","10/12/2019","12","2019","CLI3443","5140","96","24.36","2338.56","10.0969","14.2631","289","COMPRA"
"209","4379","10/12/2019","12","2019","CLI3472","5140","48","24.36","1169.28","10.0969","14.2631","500","COMPRA"
"210","4381","10/12/2019","12","2019","CLI3461","5140","312","24.36","7600.32","10.0969","14.2631","247","COMPRA"
"211","4389","10/12/2019","12","2019","CLI3448","5140","24","24.36","584.64","10.0969","14.2631","423","COMPRA"
"212","4390","10/12/2019","12","2019","CLI3438","5140","168","24.36","4092.48","10.0969","14.2631","10","COMPRA"
"213","4395","10/12/2019","12","2019","CLI3473","5140","24","24.36","584.64","10.0969","14.2631","151","COMPRA"
"214","4396","10/12/2019","12","2019","CLI3468","5140","72","24.36","1753.92","10.0969","14.2631","132","COMPRA"
"215","4398","10/12/2019","12","2019","CLI3798","5140","24","24.36","584.64","10.0969","14.2631","135","COMPRA"
"216","4375","17/12/2019","12","2019","CLI3587","5140","48","24.36","1169.28","10.0969","14.2631","491","COMPRA"
"217","4377","17/12/2019","12","2019","CLI3455","5140","120","24.36","2923.2","10.0969","14.2631","270","COMPRA"
"218","4380","17/12/2019","12","2019","CLI3466","5140","24","24.36","584.64","10.0969","14.2631","272","COMPRA"
"219","4382","17/12/2019","12","2019","CLI3451","5140","24","24.36","584.64","10.0969","14.2631","112","COMPRA"
"220","4384","17/12/2019","12","2019","CLI3442","5140","72","24.36","1753.92","10.0969","14.2631","417","COMPRA"
"221","4385","17/12/2019","12","2019","CLI3462","5140","72","24.36","1753.92","10.0969","14.2631","547","COMPRA"
"222","4387","17/12/2019","12","2019","CLI3526","5140","24","24.36","584.64","10.0969","14.2631","371","COMPRA"
"223","4392","17/12/2019","12","2019","CLI3470","5140","48","24.36","1169.28","10.0969","14.2631","185","COMPRA"
"224","4393","17/12/2019","12","2019","CLI3497","5140","24","24.36","584.64","10.0969","14.2631","201","COMPRA"
"225","4397","17/12/2019","12","2019","CLI3430","5140","24","24.36","584.64","10.0969","14.2631","227","COMPRA"
"226","4417","17/12/2019","12","2019","CLI3460","5140","24","24.36","584.64","10.0969","14.2631","289","COMPRA"
"227","4422","17/12/2019","12","2019","CLI3455","5140","72","24.36","1753.92","10.0969","14.2631","316","COMPRA"
"228","9398","23/12/2019","12","2019","CLI2259","5140","1000","24.4","24400","10.0981","14.3019","150","COMPRA"
"229","4421","23/12/2019","12","2019","CLI3462","5140","48","24.36","1169.28","10.0969","14.2631","204","COMPRA"
"230","4470","23/12/2019","12","2019","CLI3440","5140","24","24.36","584.64","10.0969","14.2631","281","COMPRA"
"231","4475","23/12/2019","12","2019","CLI3431","5140","24","24.36","584.64","10.0969","14.2631","457","COMPRA"
"232","4476","23/12/2019","12","2019","CLI3436","5140","48","24.36","1169.28","10.0969","14.2631","85","COMPRA"
"233","4488","23/12/2019","12","2019","CLI1889","5140","1000","8.24","8240","9.77812","-1.53812","541","NAOCOMPRA"
"234","4399","23/12/2019","12","2019","CLI2998","5140","48","24.36","1169.28","10.0969","14.2631","537","COMPRA"
"235","4471","23/12/2019","12","2019","CLI2998","5140","48","24.36","1169.28","10.0969","14.2631","172","COMPRA"
"236","4493","27/12/2019","12","2019","CLI3461","5140","312","24.36","7600.32","10.0969","14.2631","222","COMPRA"
"237","1385","03/01/2019","1","2019","CLI3464","4461","11","20.63","226.93","14.5815","6.0485","568","COMPRA"
"238",NULL,"08/01/2019","1","2019","CLI2259","4461","11","22.73","250.03","13.55","9.18","575","COMPRA"
"239",NULL,"10/01/2019","1","2019","CLI3562","4461","11","15.44","169.84","14.322","1.118","378","NAOCOMPRA"
"240",NULL,"10/01/2019","1","2019","CLI3436","4461","11","20.63","226.93","14.5815","6.0485","564","COMPRA"
"241",NULL,"10/01/2019","1","2019","CLI3587","4461","33","20.63","680.79","14.5815","6.0485","596","COMPRA"
"242",NULL,"10/01/2019","1","2019","CLI3433","4461","55","20.63","1134.65","14.5815","6.0485","324","COMPRA"
"243",NULL,"10/01/2019","1","2019","CLI3454","4461","33","20.63","680.79","14.5815","6.0485","319","COMPRA"
"244",NULL,"10/01/2019","1","2019","CLI3460","4461","33","20.63","680.79","14.5815","6.0485","519","COMPRA"
"245",NULL,"10/01/2019","1","2019","CLI3437","4461","33","20.63","680.79","14.5815","6.0485","478","COMPRA"
"246",NULL,"10/01/2019","1","2019","CLI3466","4461","11","20.63","226.93","13.55","7.08","514","COMPRA"
