"cod","numpedido","dataemissao","mes","ano","nomecliente","produto","qtde","prcunit","total","custounit","margem","estoque","compra"
"663","12580","27/07/2019","7","2019","CLI1889","4416","1","3.96","1.98","4.84917","-0.889172","119","NAOCOMPRA"
"664","8709","27/07/2019","7","2019","CLI3562","4416","1","3.96","1.98","4.84917","-0.889172","567","NAOCOMPRA"
"665","2947","27/07/2019","7","2019","CLI2383","4416","1","6.59","3.3","4.98117","1.60883","465","NAOCOMPRA"
"666","8686","29/07/2019","7","2019","CLI3226","4416","110","9.31","1024.1","4.65117","4.65883","576","NAOCOMPRA"
"667","3043","30/07/2019","7","2019","CLI1889","4416","88","3.96","348.48","4.84917","-0.889172","19","NAOCOMPRA"
"668","8635","30/07/2019","7","2019","CLI2259","4416","88","10.62","934.56","4.65117","5.96883","496","COMPRA"
"669","3034","05/08/2019","8","2019","CLI2998","4416","154","9.63","1483.02","5.13267","4.49733","63","COMPRA"
"670","3080","05/08/2019","8","2019","CLI2998","4416","11","9.63","105.93","5.13267","4.49733","543","COMPRA"
"671","12613","05/08/2019","8","2019","CLI1889","4416","2","3.96","7.92","4.84917","-0.889172","449","NAOCOMPRA"
"672","8742","05/08/2019","8","2019","CLI2082","4416","2","6.59","13.18","4.65117","1.93883","159","COMPRA"
"673","3165","09/08/2019","8","2019","CLI1889","4416","55","3.96","217.8","4.84917","-0.889172","344","NAOCOMPRA"
"674","8726","09/08/2019","8","2019","CLI2259","4416","11","10.62","116.82","4.65117","5.96883","409","COMPRA"
"675","8754","09/08/2019","8","2019","CLI2259","4416","44","10.62","467.28","4.65117","5.96883","128","COMPRA"
"676","3193","12/08/2019","8","2019","CLI1889","4416","99","3.96","392.04","4.84917","-0.889172","595","NAOCOMPRA"
"677","8765","12/08/2019","8","2019","CLI3712","4416","99","9.5","940.5","5.12617","4.37383","0","NAOCOMPRA"
"678","3192","12/08/2019","8","2019","CLI2998","4416","11","9.63","105.93","5.13267","4.49733","173","COMPRA"
"679","3018","26/08/2019","8","2019","CLI3194","4416","11","9.63","105.93","4.65117","4.97883","61","COMPRA"
"680","12708","29/08/2019","8","2019","CLI1889","4416","1","3.96","2.97","4.84917","-0.889172","287","NAOCOMPRA"
"681","8857","30/08/2019","8","2019","CLI148","4416","1","6.59","3.3","4.65117","1.93883","404","NAOCOMPRA"
"682","3356","30/08/2019","8","2019","CLI3060","4416","341","8.67","2956.47","5.08467","3.58533","122","NAOCOMPRA"
"683","8856","30/08/2019","8","2019","CLI3529","4416","0","6.59","1.65","4.65117","1.93883","317","COMPRA"
"684","3178","02/09/2019","9","2019","CLI3424","4416","550","9.45","5197.5","5.12367","4.32633","480","NAOCOMPRA"
"685","3236","03/09/2019","9","2019","CLI2998","4416","121","9.63","1165.23","4.94007","4.68993","90","COMPRA"
"686","12723","04/09/2019","9","2019","CLI1889","4416","4","3.96","15.84","4.84917","-0.889172","406","NAOCOMPRA"
"687","3422","05/09/2019","9","2019","CLI1889","4416","11","3.96","43.56","4.84917","-0.889172","336","NAOCOMPRA"
"688","8881","06/09/2019","9","2019","CLI2259","4416","4","6.59","26.36","4.65117","1.93883","0","COMPRA"
"689","8881","06/09/2019","9","2019","CLI2259","4416","11","6.59","72.49","4.65117","1.93883","163","COMPRA"
"690","3467","10/09/2019","9","2019","CLI1889","4416","275","3.96","1089","4.84917","-0.889172","311","NAOCOMPRA"
"691","8896","10/09/2019","9","2019","CLI2259","4416","275","10.62","2920.5","4.96977","5.65023","178","COMPRA"
"692","3488","13/09/2019","9","2019","CLI1889","4416","638","3.96","2526.48","4.84917","-0.889172","511","NAOCOMPRA"
"693","8910","13/09/2019","9","2019","CLI240","4416","638","6.9","4402.2","4.65117","2.24883","497","NAOCOMPRA"
"694","3489","16/09/2019","9","2019","CLI3731","4416","110","9.42","1036.2","5.12217","4.29783","548","NAOCOMPRA"
"695","3493","16/09/2019","9","2019","CLI3731","4416","110","9.42","1036.2","5.12217","4.29783","168","NAOCOMPRA"
"696","3525","16/09/2019","9","2019","CLI1889","4416","22","3.96","87.12","4.84917","-0.889172","6","NAOCOMPRA"
"697","3543","17/09/2019","9","2019","CLI1889","4416","154","3.96","609.84","4.84917","-0.889172","372","NAOCOMPRA"
"698","8807","17/09/2019","9","2019","CLI2259","4416","44","10.62","467.28","4.65117","5.96883","228","COMPRA"
"699","8850","17/09/2019","9","2019","CLI2259","4416","110","10.62","1168.2","4.65117","5.96883","411","COMPRA"
"700","3555","19/09/2019","9","2019","CLI1889","4416","55","3.96","217.8","4.84917","-0.889172","323","NAOCOMPRA"
"701","8922","19/09/2019","9","2019","CLI3226","4416","22","9.31","204.82","4.65117","4.65883","236","COMPRA"
"702","8933","19/09/2019","9","2019","CLI3226","4416","55","9.31","512.05","4.65117","4.65883","356","NAOCOMPRA"
"703","3491","25/09/2019","9","2019","CLI3731","4416","55","9.42","518.1","5.12217","4.29783","246","NAOCOMPRA"
"704","3494","25/09/2019","9","2019","CLI3731","4416","55","9.42","518.1","5.12217","4.29783","66","NAOCOMPRA"
"705","3495","25/09/2019","9","2019","CLI3731","4416","55","9.42","518.1","5.12217","4.29783","364","NAOCOMPRA"
"706","3394","03/10/2019","10","2019","CLI3194","4416","22","9.63","211.86","4.94007","4.68993","580","COMPRA"
"707","3526","03/10/2019","10","2019","CLI3194","4416","11","9.63","105.93","4.94007","4.68993","254","COMPRA"
"708","3620","03/10/2019","10","2019","CLI3731","4416","1","6.59","3.3","4.65117","1.93883","221","COMPRA"
"709","3614","03/10/2019","10","2019","CLI3731","4416","1","6.59","3.3","4.65117","1.93883","406","NAOCOMPRA"
"710","3615","03/10/2019","10","2019","CLI3731","4416","1","6.59","3.3","4.65117","1.93883","490","NAOCOMPRA"
"711","3617","03/10/2019","10","2019","CLI3731","4416","1","6.59","3.3","4.65117","1.93883","235","COMPRA"
"712","3621","03/10/2019","10","2019","CLI3731","4416","1","6.59","3.3","4.65117","1.93883","579","NAOCOMPRA"
"713","3579","03/10/2019","10","2019","CLI2998","4416","77","9.63","741.51","4.94007","4.68993","39","COMPRA"
"714","3791","21/10/2019","10","2019","CLI149","4416","88","8.67","762.96","5.08467","3.58533","349","NAOCOMPRA"
"715","12843","30/10/2019","10","2019","CLI1889","4416","88","3.96","348.48","4.84917","-0.889172","3","NAOCOMPRA"
"716","9211","30/10/2019","10","2019","CLI3562","4416","88","3.96","348.48","4.84917","-0.889172","101","NAOCOMPRA"
"717","3737","31/10/2019","10","2019","CLI2998","4416","88","9.63","847.44","4.94007","4.68993","95","COMPRA"
"718","12860","05/11/2019","11","2019","CLI1889","4416","110","3.96","435.6","4.84917","-0.889172","422","NAOCOMPRA"
"719","4059","06/11/2019","11","2019","CLI3446","4416","1","6.59","6.59","4.65117","1.93883","309","COMPRA"
"720","4059","06/11/2019","11","2019","CLI3446","4416","1","6.59","6.59","4.65117","1.93883","5","COMPRA"
"721","12878","12/11/2019","11","2019","CLI1889","4416","55","3.96","217.8","4.84917","-0.889172","44","NAOCOMPRA"
"722","9272","12/11/2019","11","2019","CLI3562","4416","55","3.96","217.8","4.84917","-0.889172","372","NAOCOMPRA"
"723","4003","12/11/2019","11","2019","CLI3194","4416","55","9.63","529.65","4.94007","4.68993","417","COMPRA"
"724","12891","18/11/2019","11","2019","CLI1889","4416","132","3.96","522.72","4.84917","-0.889172","299","NAOCOMPRA"
"725","9289","18/11/2019","11","2019","CLI3562","4416","132","3.96","522.72","4.84917","-0.889172","239","NAOCOMPRA"
"726","4090","18/11/2019","11","2019","CLI2998","4416","132","9.63","1271.16","4.94007","4.68993","14","COMPRA"
"727","12898","19/11/2019","11","2019","CLI3446","4416","330","8.95","2953.5","5.09867","3.85133","582","NAOCOMPRA"
"728","12906","19/11/2019","11","2019","CLI1889","4416","605","3.96","2395.8","4.84917","-0.889172","111","NAOCOMPRA"
"729","9174","19/11/2019","11","2019","CLI2259","4416","605","10.62","6425.1","4.96977","5.65023","84","COMPRA"
"730","12908","20/11/2019","11","2019","CLI1889","4416","110","3.96","435.6","4.84917","-0.889172","156","NAOCOMPRA"
"731","9292","20/11/2019","11","2019","CLI3727","4416","110","9.75","1072.5","5.13867","4.61133","138","NAOCOMPRA"
"732","4225","22/11/2019","11","2019","CLI3060","4416","1","6.59","3.3","4.65117","1.93883","188","COMPRA"
"733","12920","25/11/2019","11","2019","CLI2","4416","110","8.41","925.1","5.07167","3.33833","322","NAOCOMPRA"
"734","9318","03/12/2019","12","2019","CLI3424","4416","110","9.86","1084.6","4.76155","5.09845","41","NAOCOMPRA"
"735","12967","23/12/2019","12","2019","CLI1889","4416","143","3.96","566.28","4.95955","-0.999548","72","NAOCOMPRA"
"736","12971","23/12/2019","12","2019","CLI1889","4416","22","3.96","87.12","4.95955","-0.999548","77","NAOCOMPRA"
"737","9430","23/12/2019","12","2019","CLI3562","4416","143","3.96","566.28","4.95955","-0.999548","344","NAOCOMPRA"
"738","9433","23/12/2019","12","2019","CLI3562","4416","22","3.96","87.12","4.95955","-0.999548","527","NAOCOMPRA"
"739","4311","23/12/2019","12","2019","CLI2998","4416","55","9.63","529.65","5.05045","4.57955","185","COMPRA"
"740","4402","23/12/2019","12","2019","CLI2998","4416","88","9.63","847.44","5.05045","4.57955","126","COMPRA"
"741","4376","23/12/2019","12","2019","CLI3194","4416","22","9.63","211.86","5.05045","4.57955","498","COMPRA"
"742",NULL,"03/01/2019","1","2019","CLI1889","4414","55","3.53","194.15","6.4365","-2.9065","560","NAOCOMPRA"
"743",NULL,"07/01/2019","1","2019","CLI3194","4414","11","9.26","101.86","6.26","3","136","COMPRA"
"744",NULL,"08/01/2019","1","2019","CLI3309","4414","55","10.11","556.05","6.26","3.85","521","NAOCOMPRA"
"745","1476","14/01/2019","1","2019","CLI12","4414","55","9.42","518.1","6.26","3.16","372","NAOCOMPRA"
"746","1422","15/01/2019","1","2019","CLI2998","4414","308","9.26","2852.08","6.5378","2.7222","301","COMPRA"
"747","1497","15/01/2019","1","2019","CLI30","4414","99","9.42","932.58","6.731","2.689","594","COMPRA"
"748","1517","16/01/2019","1","2019","CLI3446","4414","44","8.95","393.8","6.7075","2.2425","6","NAOCOMPRA"
"749","1569","23/01/2019","1","2019","CLI3060","4414","220","8.67","1907.4","6.6935","1.9765","219","NAOCOMPRA"
"750","1573","23/01/2019","1","2019","CLI1889","4414","209","3.72","777.48","6.446","-2.726","486","NAOCOMPRA"
"751","8055","23/01/2019","1","2019","CLI3226","4414","99","9.31","921.69","6.26","3.05","128","NAOCOMPRA"
"752","8056","23/01/2019","1","2019","CLI3226","4414","110","9.31","1024.1","6.26","3.05","491","NAOCOMPRA"
"753","1581","24/01/2019","1","2019","CLI2951","4414","55","9.42","518.1","6.26","3.16","258","NAOCOMPRA"
"754","1584","25/01/2019","1","2019","CLI1889","4414","121","3.72","450.12","6.446","-2.726","47","NAOCOMPRA"
"755","8065","25/01/2019","1","2019","CLI3309","4414","55","10.11","556.05","6.26","3.85","409","NAOCOMPRA"
"756","8066","25/01/2019","1","2019","CLI3308","4414","66","10.11","667.26","6.26","3.85","465","NAOCOMPRA"
"757","1628","28/01/2019","1","2019","CLI1889","4414","55","3.72","204.6","6.446","-2.726","488","NAOCOMPRA"
"758","8074","28/01/2019","1","2019","CLI2082","4414","55","10.41","572.55","6.7805","3.6295","594","NAOCOMPRA"
"759","1639","29/01/2019","1","2019","CLI1889","4414","55","3.72","204.6","6.446","-2.726","517","NAOCOMPRA"
"760","8061","30/01/2019","1","2019","CLI2259","4414","55","10.62","584.1","6.26","4.36","276","COMPRA"
"761","1645","31/01/2019","1","2019","CLI1889","4414","638","3.72","2373.36","6.446","-2.726","324","NAOCOMPRA"
"762","8044","31/01/2019","1","2019","CLI82","4414","638","8.85","5646.3","6.26","2.59","317","NAOCOMPRA"
"763","12059","31/01/2019","1","2019","CLI1889","4414","6","3.72","22.32","6.446","-2.726","428","NAOCOMPRA"
"764","8078","31/01/2019","1","2019","CLI2082","4414","6","6.59","39.54","6.26","0.33","295","NAOCOMPRA"
"765","12063","31/01/2019","1","2019","CLI3562","4414","33","3.72","122.76","6.446","-2.726","148","NAOCOMPRA"
"766","1483","31/01/2019","1","2019","CLI3194","4414","33","9.26","305.58","6.26","3","298","COMPRA"
"767","1590","31/01/2019","1","2019","CLI3194","4414","22","9.26","203.72","6.26","3","351","COMPRA"
"768","1455","04/02/2019","2","2019","CLI2998","4414","143","9.26","1324.18","4.1878","5.0722","159","COMPRA"
"769","1503","04/02/2019","2","2019","CLI2998","4414","110","9.26","1018.6","4.1878","5.0722","358","COMPRA"
"770","1539","04/02/2019","2","2019","CLI2998","4414","132","9.26","1222.32","4.1878","5.0722","116","COMPRA"
"771","1698","04/02/2019","2","2019","CLI1889","4414","66","3.72","245.52","4.096","-0.376","222","NAOCOMPRA"
"772","8100","05/02/2019","2","2019","CLI2259","4414","66","10.62","700.92","3.91","6.71","397","COMPRA"
"773","1702","06/02/2019","2","2019","CLI1889","4414","55","3.72","204.6","4.096","-0.376","252","NAOCOMPRA"
"774",NULL,"11/02/2019","2","2019","CLI173","4414","1320","8.01","10573.2","4.3105","3.6995","337","NAOCOMPRA"
"775",NULL,"12/02/2019","2","2019","CLI2","4414","363","8.76","3179.88","4.348","4.412","213","NAOCOMPRA"
"776","12111","15/02/2019","2","2019","CLI149","4414","1","6.59","3.3","3.91","2.68","262","COMPRA"
"777","1869","22/02/2019","2","2019","CLI3380","4414","55","8.01","440.55","4.3105","3.6995","457","NAOCOMPRA"
"778","1884","22/02/2019","2","2019","CLI1889","4414","22","3.3","72.6","4.075","-0.775","517","NAOCOMPRA"
"779","8163","22/02/2019","2","2019","CLI2091","4414","77","10.41","801.57","4.4305","5.9795","170","COMPRA"
"780",NULL,"28/02/2019","2","2019","CLI3562","4414","23","3.3","75.83","3.91","-0.61","218","NAOCOMPRA"
"781",NULL,"28/02/2019","2","2019","CLI1889","4414","330","3.3","1089","4.075","-0.775","479","NAOCOMPRA"
"782",NULL,"28/02/2019","2","2019","CLI78","4414","330","10.41","3435.3","4.4305","5.9795","492","NAOCOMPRA"
"783","2007","13/03/2019","3","2019","CLI1889","4414","55","3.3","181.5","4.61399","-1.31399","116","NAOCOMPRA"
"784","8210","13/03/2019","3","2019","CLI3226","4414","55","9.31","512.05","4.44899","4.86101","66","COMPRA"
"785","2051","18/03/2019","3","2019","CLI1889","4414","44","3.3","145.2","4.61399","-1.31399","93","NAOCOMPRA"
"786","2054","20/03/2019","3","2019","CLI149","4414","220","8.48","1865.6","4.87299","3.60701","11","NAOCOMPRA"
"787","8145","20/03/2019","3","2019","CLI2259","4414","44","10.62","467.28","4.44899","6.17101","367","COMPRA"
"788","1980","20/03/2019","3","2019","CLI3194","4414","44","9.63","423.72","4.44899","5.18101","76","COMPRA"
"789","2078","01/04/2019","4","2019","CLI2998","4414","11","9.63","105.93","4.86377","4.76623","450","COMPRA"
"790","2173","03/04/2019","4","2019","CLI1889","4414","11","3.3","36.3","4.54727","-1.24727","350","NAOCOMPRA"
"791","8279","03/04/2019","4","2019","CLI87","4414","11","10.11","111.21","4.38227","5.72773","562","NAOCOMPRA"
"792","2205","08/04/2019","4","2019","CLI3060","4414","121","8.67","1049.07","4.81577","3.85423","359","NAOCOMPRA"
"793","2208","08/04/2019","4","2019","CLI1889","4414","10","3.3","33","4.54727","-1.24727","97","NAOCOMPRA"
"794","2208","08/04/2019","4","2019","CLI1889","4414","209","3.3","689.7","4.54727","-1.24727","225","NAOCOMPRA"
"795","8225","08/04/2019","4","2019","CLI2259","4414","10","10.62","106.2","4.38227","6.23773","92","COMPRA"
"796","2215","10/04/2019","4","2019","CLI1889","4414","99","3.3","326.7","4.54727","-1.24727","568","NAOCOMPRA"
"797","8310","10/04/2019","4","2019","CLI3226","4414","77","9.31","716.87","4.38227","4.92773","219","NAOCOMPRA"
"798","8313","10/04/2019","4","2019","CLI3226","4414","22","9.31","204.82","4.38227","4.92773","113","COMPRA"
"799","2148","10/04/2019","4","2019","CLI2998","4414","121","9.63","1165.23","4.86377","4.76623","63","COMPRA"
"800","2191","10/04/2019","4","2019","CLI2998","4414","77","9.63","741.51","4.86377","4.76623","122","COMPRA"
"801","12268","11/04/2019","4","2019","CLI3562","4414","1","3.3","1.65","4.54727","-1.24727","510","NAOCOMPRA"
"802","2214","11/04/2019","4","2019","CLI3060","4414","1","6.59","3.3","4.38227","2.20773","345","COMPRA"
"803","8220","13/04/2019","4","2019","CLI2259","4414","209","10.62","2219.58","4.38227","6.23773","446","COMPRA"
"804","2262","17/04/2019","4","2019","CLI1889","4414","33","3.3","108.9","4.54727","-1.24727","564","NAOCOMPRA"
"805","2264","18/04/2019","4","2019","CLI12","4414","88","7.54","663.52","4.38227","3.15773","222","NAOCOMPRA"
"806","2297","23/04/2019","4","2019","CLI1889","4414","880","3.3","2904","4.54727","-1.24727","552","NAOCOMPRA"
"807","8351","23/04/2019","4","2019","CLI3226","4414","880","9.31","8192.8","4.38227","4.92773","521","NAOCOMPRA"
"808","2277","23/04/2019","4","2019","CLI2998","4414","110","9.63","1059.3","4.86377","4.76623","320","COMPRA"
"809","8334","29/04/2019","4","2019","CLI3226","4414","33","9.31","307.23","4.38227","4.92773","556","NAOCOMPRA"
"810","2353","30/04/2019","4","2019","CLI3562","4414","69","3.3","227.44","4.38227","-1.08227","119","NAOCOMPRA"
"811","2326","03/05/2019","5","2019","CLI2998","4414","44","9.63","423.72","4.86377","4.76623","64","COMPRA"
"812","2386","06/05/2019","5","2019","CLI149","4414","110","8.48","932.8","4.80627","3.67373","348","NAOCOMPRA"
"813","2457","20/05/2019","5","2019","CLI2","4414","77","8.76","674.52","4.82027","3.93973","222","NAOCOMPRA"
"814","2479","20/05/2019","5","2019","CLI2951","4414","352","9.38","3301.76","4.38227","4.99773","554","NAOCOMPRA"
"815","2565","28/05/2019","5","2019","CLI1889","4414","121","3.3","399.3","4.54727","-1.24727","438","NAOCOMPRA"
"816","8353","28/05/2019","5","2019","CLI2259","4414","55","10.62","584.1","4.38227","6.23773","501","COMPRA"
"817","8411","28/05/2019","5","2019","CLI2259","4414","66","10.62","700.92","4.38227","6.23773","168","COMPRA"
"818","2579","31/05/2019","5","2019","CLI1889","4414","33","3.3","108.9","4.54727","-1.24727","378","NAOCOMPRA"
"819","8445","31/05/2019","5","2019","CLI2259","4414","33","10.62","350.46","4.38227","6.23773","29","COMPRA"
"820","2575","03/06/2019","6","2019","CLI3060","4414","99","8.67","858.33","5.08467","3.58533","23","NAOCOMPRA"
"821","2617","03/06/2019","6","2019","CLI1889","4414","33","3.3","108.9","4.81617","-1.51617","408","NAOCOMPRA"
"822","8455","03/06/2019","6","2019","CLI3226","4414","33","9.31","307.23","4.65117","4.65883","436","NAOCOMPRA"
"823","2625","04/06/2019","6","2019","CLI3060","4414","154","8.67","1335.18","5.08467","3.58533","243","NAOCOMPRA"
"824","2415","05/06/2019","6","2019","CLI2998","4414","110","9.63","1059.3","5.13267","4.49733","85","COMPRA"
"825","2599","05/06/2019","6","2019","CLI2998","4414","110","9.63","1059.3","5.13267","4.49733","515","COMPRA"
"826","2701","12/06/2019","6","2019","CLI1889","4414","11","3.3","36.3","4.81617","-1.51617","119","NAOCOMPRA"
"827","8432","12/06/2019","6","2019","CLI2259","4414","11","10.62","116.82","4.65117","5.96883","432","COMPRA"
"828","2757","21/06/2019","6","2019","CLI1889","4414","55","3.3","181.5","4.81617","-1.51617","85","NAOCOMPRA"
"829","8525","21/06/2019","6","2019","CLI3226","4414","55","9.31","512.05","4.65117","4.65883","581","NAOCOMPRA"
"830","2805","27/06/2019","6","2019","CLI1889","4414","77","3.3","254.1","4.81617","-1.51617","277","NAOCOMPRA"
"831","8545","27/06/2019","6","2019","CLI156","4414","77","8.33","641.41","5.06767","3.26233","141","NAOCOMPRA"
"832","2851","03/07/2019","7","2019","CLI1889","4414","25","3.3","82.5","4.81617","-1.51617","287","NAOCOMPRA"
"833","8589","11/07/2019","7","2019","CLI2259","4414","25","10.62","265.5","4.65117","5.96883","144","COMPRA"
"834","2971","22/07/2019","7","2019","CLI3060","4414","121","8.67","1049.07","5.08467","3.58533","322","NAOCOMPRA"
"835","2973","22/07/2019","7","2019","CLI1889","4414","110","3.3","363","4.81617","-1.51617","399","NAOCOMPRA"
"836","8664","22/07/2019","7","2019","CLI108","4414","110","10.41","1145.1","5.17167","5.23833","477","NAOCOMPRA"
"837","2961","24/07/2019","7","2019","CLI3380","4414","44","7.54","331.76","5.02817","2.51183","469","NAOCOMPRA"
"838","3004","25/07/2019","7","2019","CLI1889","4414","33","3.3","108.9","4.81617","-1.51617","542","NAOCOMPRA"
"839","8692","26/07/2019","7","2019","CLI87","4414","33","9.81","323.73","4.65117","5.15883","524","NAOCOMPRA"
"840","3008","26/07/2019","7","2019","CLI1889","4414","154","3.3","508.2","4.81617","-1.51617","289","NAOCOMPRA"
"841","8687","26/07/2019","7","2019","CLI3226","4414","88","9.31","819.28","4.65117","4.65883","206","NAOCOMPRA"
"842","8690","26/07/2019","7","2019","CLI3226","4414","33","9.31","307.23","4.65117","4.65883","37","COMPRA"
"843","2985","26/07/2019","7","2019","CLI3194","4414","22","9.63","211.86","4.65117","4.97883","487","COMPRA"
"844","2977","26/07/2019","7","2019","CLI3060","4414","1","6.59","6.59","4.65117","1.93883","168","COMPRA"
"845","12580","27/07/2019","7","2019","CLI1889","4414","1","3.3","1.65","4.81617","-1.51617","596","NAOCOMPRA"
"846","8709","27/07/2019","7","2019","CLI3562","4414","1","3.3","1.65","4.81617","-1.51617","568","NAOCOMPRA"
"847","2947","27/07/2019","7","2019","CLI2383","4414","1","6.59","3.3","4.98117","1.60883","257","COMPRA"
"848","8686","29/07/2019","7","2019","CLI3226","4414","33","9.31","307.23","4.65117","4.65883","324","COMPRA"
"849","3040","29/07/2019","7","2019","CLI1889","4414","110","3.3","363","4.81617","-1.51617","137","NAOCOMPRA"
"850","8635","30/07/2019","7","2019","CLI2259","4414","110","10.62","1168.2","4.65117","5.96883","390","COMPRA"
"851","3056","31/07/2019","7","2019","CLI1889","4414","110","3.3","363","4.81617","-1.51617","91","NAOCOMPRA"
"852","3044","31/07/2019","7","2019","CLI151","4414","121","9.23","1116.83","5.11267","4.11733","54","COMPRA"
"853","3057","02/08/2019","8","2019","CLI2","4414","220","9.42","2072.4","5.12217","4.29783","307","NAOCOMPRA"
"854","12613","05/08/2019","8","2019","CLI1889","4414","2","3.3","6.6","4.81617","-1.51617","104","NAOCOMPRA"
"855","8742","05/08/2019","8","2019","CLI2082","4414","2","6.59","13.18","4.65117","1.93883","492","NAOCOMPRA"
"856","8695","05/08/2019","8","2019","CLI2082","4414","110","10.41","1145.1","5.17167","5.23833","143","NAOCOMPRA"
"857","3060","07/08/2019","8","2019","CLI3426","4414","242","6.6","1597.2","4.98117","1.61883","73","NAOCOMPRA"
"858","3061","07/08/2019","8","2019","CLI3314","4414","220","6.6","1452","4.98117","1.61883","133","NAOCOMPRA"
"859","3066","08/08/2019","8","2019","CLI3311","4414","484","6.6","3194.4","4.98117","1.61883","545","NAOCOMPRA"
"860","3165","09/08/2019","8","2019","CLI1889","4414","44","3.3","145.2","4.81617","-1.51617","239","NAOCOMPRA"
"861","8726","09/08/2019","8","2019","CLI2259","4414","44","10.62","467.28","4.65117","5.96883","213","COMPRA"
"862","3192","12/08/2019","8","2019","CLI2998","4414","11","9.63","105.93","5.13267","4.49733","568","COMPRA"
"863","3018","26/08/2019","8","2019","CLI3194","4414","33","9.63","317.79","4.65117","4.97883","508","COMPRA"
"864","12708","29/08/2019","8","2019","CLI1889","4414","1","3.3","2.48","4.81651","-1.51651","479","NAOCOMPRA"
"865","8857","30/08/2019","8","2019","CLI148","4414","1","6.59","3.3","4.65117","1.93883","229","COMPRA"
"866","8856","30/08/2019","8","2019","CLI3529","4414","0","6.59","1.65","4.65117","1.93883","14","COMPRA"
"867","12723","04/09/2019","9","2019","CLI1889","4414","3","3.3","9.9","4.81617","-1.51617","396","NAOCOMPRA"
"868","3422","05/09/2019","9","2019","CLI1889","4414","6","3.3","19.8","4.81617","-1.51617","394","NAOCOMPRA"
"869","8881","06/09/2019","9","2019","CLI2259","4414","3","6.59","19.77","4.65117","1.93883","322","COMPRA"
"870","8881","06/09/2019","9","2019","CLI2259","4414","6","6.59","39.54","4.65117","1.93883","317","COMPRA"
"871","12774","02/10/2019","10","2019","CLI1889","4414","77","3.3","254.1","4.81617","-1.51617","12","NAOCOMPRA"
"872","8933","02/10/2019","10","2019","CLI3226","4414","77","9.31","716.87","4.65117","4.65883","113","NAOCOMPRA"
"873","12777","02/10/2019","10","2019","CLI1889","4414","33","3.3","108.9","4.81617","-1.51617","121","NAOCOMPRA"
"874","9041","02/10/2019","10","2019","CLI3562","4414","33","3.3","108.9","4.81617","-1.51617","279","NAOCOMPRA"
"875","12780","02/10/2019","10","2019","CLI1889","4414","319","3.3","1052.7","4.81617","-1.51617","108","NAOCOMPRA"
"876","9044","02/10/2019","10","2019","CLI3562","4414","319","3.3","1052.7","4.81617","-1.51617","116","NAOCOMPRA"
"877","3062","03/10/2019","10","2019","CLI3312","4414","198","6.6","1306.8","4.98117","1.61883","167","NAOCOMPRA"
"878","3356","03/10/2019","10","2019","CLI3060","4414","121","8.67","1049.07","5.08467","3.58533","17","NAOCOMPRA"
"879","3394","03/10/2019","10","2019","CLI3194","4414","33","9.63","317.79","4.94007","4.68993","559","COMPRA"
"880","12798","08/10/2019","10","2019","CLI1889","4414","22","3.3","72.6","4.81617","-1.51617","415","NAOCOMPRA"
"881","8931","08/10/2019","10","2019","CLI3226","4414","22","9.31","204.82","4.65117","4.65883","552","NAOCOMPRA"
"882","12820","21/10/2019","10","2019","CLI1889","4414","605","3.3","1996.5","4.81617","-1.51617","235","NAOCOMPRA"
"883","9058","21/10/2019","10","2019","CLI2259","4414","605","10.62","6425.1","4.96977","5.65023","22","COMPRA"
"884","12843","30/10/2019","10","2019","CLI1889","4414","649","3.3","2141.7","4.81617","-1.51617","298","NAOCOMPRA"
"885","9211","30/10/2019","10","2019","CLI3562","4414","649","3.3","2141.7","4.81617","-1.51617","291","NAOCOMPRA"
"886","3737","31/10/2019","10","2019","CLI2998","4414","132","9.63","1271.16","4.94007","4.68993","519","COMPRA"
"887","3810","31/10/2019","10","2019","CLI2998","4414","209","9.63","2012.67","4.94007","4.68993","597","COMPRA"
"888","3894","31/10/2019","10","2019","CLI2998","4414","308","9.63","2966.04","4.94007","4.68993","134","COMPRA"
"889","4059","06/11/2019","11","2019","CLI3446","4414","2","6.59","13.18","4.65117","1.93883","68","COMPRA"
"890","12878","12/11/2019","11","2019","CLI1889","4414","55","3.3","181.5","4.81617","-1.51617","415","NAOCOMPRA"
"891","9272","12/11/2019","11","2019","CLI3562","4414","55","3.3","181.5","4.81617","-1.51617","372","NAOCOMPRA"
"892","4003","12/11/2019","11","2019","CLI3194","4414","55","9.63","529.65","4.94007","4.68993","302","COMPRA"
"893","12889","18/11/2019","11","2019","CLI1889","4414","99","3.3","326.7","4.81617","-1.51617","421","NAOCOMPRA"
"894","9142","18/11/2019","11","2019","CLI3779","4414","99","9.17","907.83","5.10967","4.06033","339","NAOCOMPRA"
"895","12892","18/11/2019","11","2019","CLI1889","4414","308","3.3","1016.4","4.81617","-1.51617","234","NAOCOMPRA"
"896","9198","18/11/2019","11","2019","CLI3226","4414","110","9.31","1024.1","4.65117","4.65883","562","NAOCOMPRA"
"897","9266","18/11/2019","11","2019","CLI3226","4414","176","9.31","1638.56","4.65117","4.65883","345","NAOCOMPRA"
"898","12895","19/11/2019","11","2019","CLI3357","4414","110","8.24","906.4","5.06317","3.17683","584","NAOCOMPRA"
